采样时间,进程PID,内存占用(MB),CPU占用率(%),进程状态
2025-10-17 02:25:00,12483,327.4,0.4,运行中
2025-10-17 02:30:00,12483,318.5,2.0,运行中
2025-10-17 02:35:00,12483,328.2,3.6,运行中
2025-10-17 02:40:00,12483,315.0,3.0,运行中
2025-10-17 02:45:00,12483,322.5,4.1,运行中
2025-10-17 02:50:00,12483,319.9,1.9,运行中
2025-10-17 02:55:00,12483,317.6,0.8,运行中
2025-10-17 03:00:00,12483,328.5,2.1,运行中
2025-10-17 03:05:00,12483,326.0,2.8,运行中
2025-10-17 03:10:00,12483,325.3,0.4,运行中
2025-10-17 03:15:00,12483,328.7,1.2,运行中
2025-10-17 03:20:00,12483,318.5,2.5,运行中
2025-10-17 03:25:00,12483,317.9,3.3,运行中
2025-10-17 03:30:00,12483,320.4,1.1,运行中
2025-10-17 03:35:00,12483,331.4,1.6,运行中
2025-10-17 03:40:00,12483,320.1,3.8,运行中
2025-10-17 03:45:00,12483,318.1,3.6,运行中
2025-10-17 03:50:00,12483,320.7,0.8,运行中
2025-10-17 03:55:00,12483,322.7,1.0,运行中
2025-10-17 04:00:00,12483,329.5,0.4,运行中
2025-10-17 04:05:00,12483,319.5,3.4,运行中
2025-10-17 04:10:00,12483,323.3,1.6,运行中
2025-10-17 04:15:00,12483,322.5,0.5,运行中
2025-10-17 04:20:00,12483,331.9,2.4,运行中
2025-10-17 04:25:00,12483,332.1,2.2,运行中
2025-10-17 04:30:00,12483,332.9,2.3,运行中
2025-10-17 04:35:00,12483,322.4,2.3,运行中
2025-10-17 04:40:00,12483,336.0,0.5,运行中
2025-10-17 04:45:00,12483,333.6,3.7,运行中
2025-10-17 04:50:00,12483,329.5,2.1,运行中
2025-10-17 04:55:00,12483,336.8,0.5,运行中
2025-10-17 05:00:00,12483,329.2,1.9,运行中
2025-10-17 05:05:00,12483,332.6,2.2,运行中
2025-10-17 05:10:00,12483,336.3,0.6,运行中
2025-10-17 05:15:00,12483,323.2,2.7,运行中
2025-10-17 05:20:00,12483,323.1,1.4,运行中
2025-10-17 05:25:00,12483,332.2,2.4,运行中
2025-10-17 05:30:00,12483,327.4,4.2,运行中
2025-10-17 05:35:00,12483,330.7,2.1,运行中
2025-10-17 05:40:00,12483,332.0,0.7,运行中
2025-10-17 05:45:00,12483,333.6,3.6,运行中
2025-10-17 05:50:00,12483,332.8,3.3,运行中
2025-10-17 05:55:00,12483,333.9,1.1,运行中
2025-10-17 06:00:00,12483,329.6,1.2,运行中
2025-10-17 06:05:00,12483,327.8,2.1,运行中
2025-10-17 06:10:00,12483,329.0,0.7,运行中
2025-10-17 06:15:00,12483,329.2,2.9,运行中
2025-10-17 06:20:00,12483,328.3,0.9,运行中
2025-10-17 06:25:00,12483,337.0,0.6,运行中
2025-10-17 06:30:00,12483,335.5,0.7,运行中
2025-10-17 06:35:00,12483,323.6,3.2,运行中
2025-10-17 06:40:00,12483,335.0,2.5,运行中
2025-10-17 06:45:00,12483,331.3,2.5,运行中
2025-10-17 06:50:00,12483,327.1,0.8,运行中
2025-10-17 06:55:00,12483,327.3,2.9,运行中
2025-10-17 07:00:00,12483,333.5,3.7,运行中
2025-10-17 07:05:00,12483,332.9,4.1,运行中
2025-10-17 07:10:00,12483,330.8,1.7,运行中
2025-10-17 07:15:00,12483,330.3,1.1,运行中
2025-10-17 07:20:00,12483,331.4,1.2,运行中
2025-10-17 07:25:00,12483,322.4,3.6,运行中
2025-10-17 07:30:00,12483,326.3,3.3,运行中
2025-10-17 07:35:00,12483,329.4,3.4,运行中
2025-10-17 07:40:00,12483,333.5,4.1,运行中
2025-10-17 07:45:00,12483,332.8,2.7,运行中
2025-10-17 07:50:00,12483,329.8,0.4,运行中
2025-10-17 07:55:00,12483,334.1,3.5,运行中
2025-10-17 08:00:00,12483,323.2,1.0,运行中
2025-10-17 08:05:00,12483,329.9,1.5,运行中
2025-10-17 08:10:00,12483,323.8,0.3,运行中
2025-10-17 08:15:00,12483,332.0,2.5,运行中
2025-10-17 08:20:00,12483,324.2,0.9,运行中
2025-10-17 08:25:00,12483,327.6,0.4,运行中
2025-10-17 08:30:00,12483,329.1,1.1,运行中
2025-10-17 08:35:00,12483,323.5,1.6,运行中
2025-10-17 08:40:00,12483,322.4,3.1,运行中
2025-10-17 08:45:00,12483,328.5,2.5,运行中
2025-10-17 08:50:00,12483,317.1,0.5,运行中
2025-10-17 08:55:00,12483,317.9,2.7,运行中
2025-10-17 09:00:00,12483,325.8,1.4,运行中
2025-10-17 09:05:00,12483,325.2,2.2,运行中
2025-10-17 09:10:00,12483,321.3,1.4,运行中
2025-10-17 09:15:00,12483,325.9,0.7,运行中
2025-10-17 09:20:00,12483,320.3,1.4,运行中
2025-10-17 09:25:00,12483,323.8,15.1,运行中
2025-10-17 09:30:00,12483,323.2,9.1,运行中
2025-10-17 09:35:00,12483,318.5,16.6,运行中
2025-10-17 09:40:00,12483,311.8,12.6,运行中
2025-10-17 09:45:00,12483,314.7,10.4,运行中
2025-10-17 09:50:00,12483,314.9,12.9,运行中
2025-10-17 09:55:00,12483,310.5,18.6,运行中
2025-10-17 10:00:00,12483,312.8,1.8,运行中
2025-10-17 10:05:00,12483,320.8,2.3,运行中
2025-10-17 10:10:00,12483,322.4,3.4,运行中
2025-10-17 10:15:00,12483,309.8,3.7,运行中
2025-10-17 10:20:00,12483,308.8,0.4,运行中
2025-10-17 10:25:00,12483,322.4,3.7,运行中
2025-10-17 10:30:00,12483,316.4,2.5,运行中
2025-10-17 10:35:00,12483,318.1,1.9,运行中
2025-10-17 10:40:00,12483,308.1,0.4,运行中
2025-10-17 10:45:00,12483,311.0,3.4,运行中
2025-10-17 10:50:00,12483,315.2,3.5,运行中
2025-10-17 10:55:00,12483,319.6,0.6,运行中
2025-10-17 11:00:00,12483,317.9,1.2,运行中
2025-10-17 11:05:00,12483,313.4,2.3,运行中
2025-10-17 11:10:00,12483,309.8,1.5,运行中
2025-10-17 11:15:00,12483,308.4,1.6,运行中
2025-10-17 11:20:00,12483,305.2,2.3,运行中
2025-10-17 11:25:00,12483,303.9,2.3,运行中
2025-10-17 11:30:00,12483,316.1,1.7,运行中
2025-10-17 11:35:00,12483,312.8,3.5,运行中
2025-10-17 11:40:00,12483,313.7,1.2,运行中
2025-10-17 11:45:00,12483,302.5,1.1,运行中
2025-10-17 11:50:00,12483,309.4,3.3,运行中
2025-10-17 11:55:00,12483,309.8,1.0,运行中
2025-10-17 12:00:00,12483,311.2,2.2,运行中
2025-10-17 12:05:00,12483,310.5,3.3,运行中
2025-10-17 12:10:00,12483,305.1,3.9,运行中
2025-10-17 12:15:00,12483,306.5,2.8,运行中
2025-10-17 12:20:00,12483,307.1,3.7,运行中
2025-10-17 12:25:00,12483,306.7,0.9,运行中
2025-10-17 12:30:00,12483,297.3,2.0,运行中
2025-10-17 12:35:00,12483,300.7,1.4,运行中
2025-10-17 12:40:00,12483,296.3,2.3,运行中
2025-10-17 12:45:00,12483,300.0,2.1,运行中
2025-10-17 12:50:00,12483,295.5,3.5,运行中
2025-10-17 12:55:00,12483,295.4,3.7,运行中
2025-10-17 13:00:00,12483,307.5,2.7,运行中
2025-10-17 13:05:00,12483,301.6,2.1,运行中
2025-10-17 13:10:00,12483,301.9,3.4,运行中
2025-10-17 13:15:00,12483,307.0,2.1,运行中
2025-10-17 13:20:00,12483,305.3,2.8,运行中
2025-10-17 13:25:00,12483,297.2,2.2,运行中
2025-10-17 13:30:00,12483,294.1,0.5,运行中
2025-10-17 13:35:00,12483,293.0,3.8,运行中
2025-10-17 13:40:00,12483,296.5,3.1,运行中
2025-10-17 13:45:00,12483,298.8,1.0,运行中
2025-10-17 13:50:00,12483,294.4,2.0,运行中
2025-10-17 13:55:00,12483,297.2,2.3,运行中
2025-10-17 14:00:00,12483,292.4,1.8,运行中
2025-10-17 14:05:00,12483,294.1,1.9,运行中
2025-10-17 14:10:00,12483,294.7,2.6,运行中
2025-10-17 14:15:00,12483,301.7,2.8,运行中
2025-10-17 14:20:00,12483,289.9,0.7,运行中
2025-10-17 14:25:00,12483,299.4,1.4,运行中
2025-10-17 14:30:00,12483,299.9,2.9,运行中
2025-10-17 14:35:00,12483,302.7,3.7,运行中
2025-10-17 14:40:00,12483,293.3,2.6,运行中
2025-10-17 14:45:00,12483,290.0,1.7,运行中
2025-10-17 14:50:00,12483,303.1,3.0,运行中
2025-10-17 14:55:00,12483,293.7,2.6,运行中
2025-10-17 15:00:00,12483,302.3,1.5,运行中
2025-10-17 15:05:00,12483,293.2,3.4,运行中
2025-10-17 15:10:00,12483,300.0,2.9,运行中
2025-10-17 15:15:00,12483,300.2,3.2,运行中
2025-10-17 15:20:00,12483,297.8,2.4,运行中
2025-10-17 15:25:00,12483,297.0,2.0,运行中
2025-10-17 15:30:00,12483,292.4,1.7,运行中
2025-10-17 15:35:00,12483,289.4,1.1,运行中
2025-10-17 15:40:00,12483,301.7,2.2,运行中
2025-10-17 15:45:00,12483,290.1,0.8,运行中
2025-10-17 15:50:00,12483,287.7,3.6,运行中
2025-10-17 15:55:00,12483,288.0,3.3,运行中
2025-10-17 16:00:00,12483,299.8,3.7,运行中
2025-10-17 16:05:00,12483,287.0,1.6,运行中
2025-10-17 16:10:00,12483,298.7,0.8,运行中
2025-10-17 16:15:00,12483,292.5,0.9,运行中
2025-10-17 16:20:00,12483,299.8,3.3,运行中
2025-10-17 16:25:00,12483,299.5,0.9,运行中
2025-10-17 16:30:00,12483,293.6,1.9,运行中
2025-10-17 16:35:00,12483,297.5,1.2,运行中
2025-10-17 16:40:00,12483,293.9,1.4,运行中
2025-10-17 16:45:00,12483,298.9,2.1,运行中
2025-10-17 16:50:00,12483,295.6,1.5,运行中
2025-10-17 16:55:00,12483,300.1,2.1,运行中
2025-10-17 17:00:00,12483,300.6,1.7,运行中
2025-10-17 17:05:00,12483,302.6,4.1,运行中
2025-10-17 17:10:00,12483,295.0,1.4,运行中
2025-10-17 17:15:00,12483,293.9,2.4,运行中
2025-10-17 17:20:00,12483,303.4,3.5,运行中
2025-10-17 17:25:00,12483,301.0,0.8,运行中
2025-10-17 17:30:00,12483,292.4,2.8,运行中
2025-10-17 17:35:00,12483,302.6,2.5,运行中
2025-10-17 17:40:00,12483,290.5,3.6,运行中
2025-10-17 17:45:00,12483,302.7,1.4,运行中
2025-10-17 17:50:00,12483,301.5,1.4,运行中
2025-10-17 17:55:00,12483,304.1,0.9,运行中
2025-10-17 18:00:00,12483,296.8,4.0,运行中
2025-10-17 18:05:00,12483,293.7,2.1,运行中
2025-10-17 18:10:00,12483,296.0,0.4,运行中
2025-10-17 18:15:00,12483,291.6,2.3,运行中
2025-10-17 18:20:00,12483,294.8,4.2,运行中
2025-10-17 18:25:00,12483,297.3,0.4,运行中
2025-10-17 18:30:00,12483,306.6,3.6,运行中
2025-10-17 18:35:00,12483,302.4,3.4,运行中
2025-10-17 18:40:00,12483,294.6,1.4,运行中
2025-10-17 18:45:00,12483,306.0,3.0,运行中
2025-10-17 18:50:00,12483,295.3,3.1,运行中
2025-10-17 18:55:00,12483,300.6,0.3,运行中
2025-10-17 19:00:00,12483,295.1,1.3,运行中
2025-10-17 19:05:00,12483,307.6,2.4,运行中
2025-10-17 19:10:00,12483,306.2,2.4,运行中
2025-10-17 19:15:00,12483,296.8,1.4,运行中
2025-10-17 19:20:00,12483,300.2,0.5,运行中
2025-10-17 19:25:00,12483,302.5,3.4,运行中
2025-10-17 19:30:00,12483,303.5,0.7,运行中
2025-10-17 19:35:00,12483,311.1,2.6,运行中
2025-10-17 19:40:00,12483,297.3,2.3,运行中
2025-10-17 19:45:00,12483,301.4,0.9,运行中
2025-10-17 19:50:00,12483,304.8,2.7,运行中
2025-10-17 19:55:00,12483,302.2,1.9,运行中
2025-10-17 20:00:00,12483,309.5,0.6,运行中
2025-10-17 20:05:00,12483,314.9,0.6,运行中
2025-10-17 20:10:00,12483,308.2,2.3,运行中
2025-10-17 20:15:00,12483,316.0,2.5,运行中
2025-10-17 20:20:00,12483,306.9,2.1,运行中
2025-10-17 20:25:00,12483,311.3,4.1,运行中
2025-10-17 20:30:00,12483,305.6,0.4,运行中
2025-10-17 20:35:00,12483,314.7,1.6,运行中
2025-10-17 20:40:00,12483,314.2,2.8,运行中
2025-10-17 20:45:00,12483,315.3,3.2,运行中
2025-10-17 20:50:00,12483,308.8,0.5,运行中
2025-10-17 20:55:00,12483,312.7,3.5,运行中
2025-10-17 21:00:00,12483,307.2,3.3,运行中
2025-10-17 21:05:00,12483,312.3,3.0,运行中
2025-10-17 21:10:00,12483,315.4,3.5,运行中
2025-10-17 21:15:00,12483,306.8,3.3,运行中
2025-10-17 21:20:00,12483,313.6,1.4,运行中
2025-10-17 21:25:00,12483,307.5,1.1,运行中
2025-10-17 21:30:00,12483,307.9,3.9,运行中
2025-10-17 21:35:00,12483,315.9,4.2,运行中
2025-10-17 21:40:00,12483,316.8,1.3,运行中
2025-10-17 21:45:00,12483,320.7,1.0,运行中
2025-10-17 21:50:00,12483,314.8,3.3,运行中
2025-10-17 21:55:00,12483,323.4,1.6,运行中
2025-10-17 22:00:00,12483,312.0,1.7,运行中
2025-10-17 22:05:00,12483,324.6,3.2,运行中
2025-10-17 22:10:00,12483,325.2,1.8,运行中
2025-10-17 22:15:00,12483,326.9,2.2,运行中
2025-10-17 22:20:00,12483,319.7,3.9,运行中
2025-10-17 22:25:00,12483,320.5,3.4,运行中
2025-10-17 22:30:00,12483,324.2,0.6,运行中
2025-10-17 22:35:00,12483,322.6,3.5,运行中
2025-10-17 22:40:00,12483,322.1,1.6,运行中
2025-10-17 22:45:00,12483,315.1,2.9,运行中
2025-10-17 22:50:00,12483,319.1,2.7,运行中
2025-10-17 22:55:00,12483,321.4,3.0,运行中
2025-10-17 23:00:00,12483,320.6,0.5,运行中
2025-10-17 23:05:00,12483,329.3,1.7,运行中
2025-10-17 23:10:00,12483,331.7,1.4,运行中
2025-10-17 23:15:00,12483,331.8,4.0,运行中
2025-10-17 23:20:00,12483,317.6,2.8,运行中
2025-10-17 23:25:00,12483,322.6,3.4,运行中
2025-10-17 23:30:00,12483,328.0,4.0,运行中
2025-10-17 23:35:00,12483,319.7,2.7,运行中
2025-10-17 23:40:00,12483,330.3,0.4,运行中
2025-10-17 23:45:00,12483,319.2,3.3,运行中
2025-10-17 23:50:00,12483,324.2,1.8,运行中
2025-10-17 23:55:00,12483,327.8,2.7,运行中
2025-10-18 00:00:00,12483,329.8,4.0,运行中
2025-10-18 00:05:00,12483,325.2,3.3,运行中
2025-10-18 00:10:00,12483,328.7,2.4,运行中
2025-10-18 00:15:00,12483,326.1,2.8,运行中
2025-10-18 00:20:00,12483,324.0,0.7,运行中
2025-10-18 00:25:00,12483,332.0,2.2,运行中
2025-10-18 00:30:00,12483,326.6,2.5,运行中
2025-10-18 00:35:00,12483,324.8,1.3,运行中
2025-10-18 00:40:00,12483,328.0,4.2,运行中
2025-10-18 00:45:00,12483,325.6,3.9,运行中
2025-10-18 00:50:00,12483,329.1,0.8,运行中
2025-10-18 00:55:00,12483,335.0,2.1,运行中
2025-10-18 01:00:00,12483,335.9,2.0,运行中
2025-10-18 01:05:00,12483,323.1,3.0,运行中
2025-10-18 01:10:00,12483,335.3,1.5,运行中
2025-10-18 01:15:00,12483,327.5,0.6,运行中
2025-10-18 01:20:00,12483,330.7,3.8,运行中
2025-10-18 01:25:00,12483,335.7,3.1,运行中
2025-10-18 01:30:00,12483,337.0,2.8,运行中
2025-10-18 01:35:00,12483,334.9,2.3,运行中
2025-10-18 01:40:00,12483,324.2,1.1,运行中
2025-10-18 01:45:00,12483,324.6,3.4,运行中
2025-10-18 01:50:00,12483,322.8,2.5,运行中
2025-10-18 01:55:00,12483,328.3,3.4,运行中
2025-10-18 02:00:00,12483,331.2,2.7,运行中
2025-10-18 02:05:00,12483,323.8,1.5,运行中
2025-10-18 02:10:00,12483,338.4,3.1,运行中
2025-10-18 02:15:00,12483,330.8,3.3,运行中
2025-10-18 02:20:00,12483,335.5,0.6,运行中
2025-10-18 02:25:00,12483,337.8,2.8,运行中
2025-10-18 02:30:00,12483,329.4,3.0,运行中
2025-10-18 02:35:00,12483,327.6,3.7,运行中
2025-10-18 02:40:00,12483,334.5,2.8,运行中
2025-10-18 02:45:00,12483,324.8,4.1,运行中
2025-10-18 02:50:00,12483,328.7,3.9,运行中
2025-10-18 02:55:00,12483,322.5,0.8,运行中
2025-10-18 03:00:00,12483,324.0,0.9,运行中
2025-10-18 03:05:00,12483,326.5,3.1,运行中
2025-10-18 03:10:00,12483,326.7,4.0,运行中
2025-10-18 03:15:00,12483,335.3,3.6,运行中
2025-10-18 03:20:00,12483,324.9,2.8,运行中
2025-10-18 03:25:00,12483,329.5,0.8,运行中
2025-10-18 03:30:00,12483,325.3,2.4,运行中
2025-10-18 03:35:00,12483,328.3,1.0,运行中
2025-10-18 03:40:00,12483,335.1,0.9,运行中
2025-10-18 03:45:00,12483,330.3,3.1,运行中
2025-10-18 03:50:00,12483,329.2,3.6,运行中
2025-10-18 03:55:00,12483,328.3,3.5,运行中
2025-10-18 04:00:00,12483,319.4,0.5,运行中
2025-10-18 04:05:00,12483,328.9,2.5,运行中
2025-10-18 04:10:00,12483,328.8,3.3,运行中
2025-10-18 04:15:00,12483,324.8,2.8,运行中
2025-10-18 04:20:00,12483,325.7,2.7,运行中
2025-10-18 04:25:00,12483,322.1,4.0,运行中
2025-10-18 04:30:00,12483,324.9,3.4,运行中
2025-10-18 04:35:00,12483,327.8,1.5,运行中
2025-10-18 04:40:00,12483,317.6,0.5,运行中
2025-10-18 04:45:00,12483,323.1,2.2,运行中
2025-10-18 04:50:00,12483,319.0,2.7,运行中
2025-10-18 04:55:00,12483,320.4,3.1,运行中
2025-10-18 05:00:00,12483,326.7,3.7,运行中
2025-10-18 05:05:00,12483,330.2,0.8,运行中
2025-10-18 05:10:00,12483,320.1,2.5,运行中
2025-10-18 05:15:00,12483,318.9,2.1,运行中
2025-10-18 05:20:00,12483,317.7,1.3,运行中
2025-10-18 05:25:00,12483,314.5,1.4,运行中
2025-10-18 05:30:00,12483,318.7,2.7,运行中
2025-10-18 05:35:00,12483,316.1,3.7,运行中
2025-10-18 05:40:00,12483,314.3,1.6,运行中
2025-10-18 05:45:00,12483,320.5,1.5,运行中
2025-10-18 05:50:00,12483,323.1,2.2,运行中
2025-10-18 05:55:00,12483,318.6,2.2,运行中
2025-10-18 06:00:00,12483,314.9,0.4,运行中
2025-10-18 06:05:00,12483,324.6,2.3,运行中
2025-10-18 06:10:00,12483,324.5,1.1,运行中
2025-10-18 06:15:00,12483,314.2,0.5,运行中
2025-10-18 06:20:00,12483,316.1,3.7,运行中
2025-10-18 06:25:00,12483,318.1,2.1,运行中
2025-10-18 06:30:00,12483,315.8,3.6,运行中
2025-10-18 06:35:00,12483,313.6,3.7,运行中
2025-10-18 06:40:00,12483,317.9,3.3,运行中
2025-10-18 06:45:00,12483,311.7,1.9,运行中
2025-10-18 06:50:00,12483,314.5,1.1,运行中
2025-10-18 06:55:00,12483,313.7,0.6,运行中
2025-10-18 07:00:00,12483,312.5,3.3,运行中
2025-10-18 07:05:00,12483,308.4,4.2,运行中
2025-10-18 07:10:00,12483,314.3,0.8,运行中
2025-10-18 07:15:00,12483,318.6,1.8,运行中
2025-10-18 07:20:00,12483,315.2,1.6,运行中
2025-10-18 07:25:00,12483,317.1,3.2,运行中
2025-10-18 07:30:00,12483,304.8,2.3,运行中
2025-10-18 07:35:00,12483,309.1,0.5,运行中
2025-10-18 07:40:00,12483,302.9,1.6,运行中
2025-10-18 07:45:00,12483,307.8,2.1,运行中
2025-10-18 07:50:00,12483,309.4,2.3,运行中
2025-10-18 07:55:00,12483,304.5,2.7,运行中
2025-10-18 08:00:00,12483,301.4,4.2,运行中
2025-10-18 08:05:00,12483,310.2,1.5,运行中
2025-10-18 08:10:00,12483,303.3,3.5,运行中
2025-10-18 08:15:00,12483,306.0,3.1,运行中
2025-10-18 08:20:00,12483,301.9,3.5,运行中
2025-10-18 08:25:00,12483,302.5,2.9,运行中
2025-10-18 08:30:00,12483,311.9,2.6,运行中
2025-10-18 08:35:00,12483,308.6,3.1,运行中
2025-10-18 08:40:00,12483,306.4,0.4,运行中
2025-10-18 08:45:00,12483,302.6,4.1,运行中
2025-10-18 08:50:00,12483,307.1,3.3,运行中
2025-10-18 08:55:00,12483,303.4,3.1,运行中
